epoch,accuracy,loss,val_accuracy,val_loss
0,0.07883333414793015,3.0623867511749268,0.13750000298023224,2.9717721939086914
1,0.15649999678134918,2.7599916458129883,0.21899999678134918,2.6247799396514893
2,0.20399999618530273,2.584900140762329,0.2529999911785126,2.4728612899780273
3,0.23333333432674408,2.4812610149383545,0.2549999952316284,2.4328300952911377
4,0.25183331966400146,2.4093453884124756,0.2709999978542328,2.354897975921631
5,0.2680000066757202,2.3616204261779785,0.28349998593330383,2.3285348415374756
6,0.2826666533946991,2.3234009742736816,0.2955000102519989,2.287919044494629
7,0.296999990940094,2.2756118774414062,0.2939999997615814,2.2799947261810303
8,0.2998333275318146,2.2460310459136963,0.2865000069141388,2.2668535709381104
9,0.31949999928474426,2.195664167404175,0.3100000023841858,2.2137811183929443
10,0.3371666669845581,2.168372631072998,0.31450000405311584,2.2018251419067383
11,0.3474999964237213,2.1162056922912598,0.32100000977516174,2.1987571716308594
12,0.35483333468437195,2.1007559299468994,0.31700000166893005,2.1796600818634033
13,0.3696666657924652,2.066257953643799,0.3215000033378601,2.1731600761413574
14,0.3661666810512543,2.035961151123047,0.3384999930858612,2.1579155921936035
15,0.38883334398269653,1.9933836460113525,0.335999995470047,2.174485206604004
16,0.382833331823349,1.9897184371948242,0.34299999475479126,2.1509180068969727
17,0.4011666774749756,1.9509446620941162,0.3440000116825104,2.131016254425049
18,0.41083332896232605,1.9201111793518066,0.3465000092983246,2.1225852966308594
19,0.4193333387374878,1.8807892799377441,0.3504999876022339,2.1116981506347656
20,0.4326666593551636,1.8435901403427124,0.3384999930858612,2.119800329208374
21,0.4358333349227905,1.8313374519348145,0.3434999883174896,2.1147191524505615
22,0.45750001072883606,1.7869654893875122,0.3499999940395355,2.10575008392334
23,0.45483332872390747,1.774256944656372,0.34850001335144043,2.1019086837768555
24,0.46299999952316284,1.739816427230835,0.3540000021457672,2.1007754802703857
25,0.4781666696071625,1.706691861152649,0.3490000069141388,2.107016086578369
26,0.4791666567325592,1.685573935508728,0.359499990940094,2.0948102474212646
27,0.49783334136009216,1.6368074417114258,0.3540000021457672,2.1068778038024902
28,0.5048333406448364,1.6242600679397583,0.35350000858306885,2.0965752601623535
29,0.5101666450500488,1.593846321105957,0.3529999852180481,2.1207077503204346
30,0.5233333110809326,1.5695701837539673,0.3580000102519989,2.1051130294799805
31,0.5266666412353516,1.5506877899169922,0.3684999942779541,2.1035332679748535
32,0.5356666445732117,1.5192887783050537,0.35600000619888306,2.1196224689483643
33,0.5418333411216736,1.4957724809646606,0.3734999895095825,2.089813232421875
34,0.5506666898727417,1.456822395324707,0.3684999942779541,2.1002378463745117
35,0.5568333268165588,1.435248851776123,0.36500000953674316,2.1008152961730957
36,0.5713333487510681,1.3845040798187256,0.3700000047683716,2.111436367034912
37,0.5791666507720947,1.3798011541366577,0.3695000112056732,2.0946438312530518
38,0.590666651725769,1.3475966453552246,0.36500000953674316,2.113267183303833
39,0.5998333096504211,1.3181514739990234,0.38199999928474426,2.0832459926605225
40,0.6056666374206543,1.2894729375839233,0.37450000643730164,2.0975520610809326
41,0.6159999966621399,1.26252281665802,0.3725000023841858,2.1129448413848877
42,0.6065000295639038,1.2834324836730957,0.36899998784065247,2.103346824645996
43,0.6121666431427002,1.2615034580230713,0.3765000104904175,2.106109142303467
44,0.6361666917800903,1.194277286529541,0.3675000071525574,2.1115758419036865
45,0.6330000162124634,1.195894479751587,0.37950000166893005,2.1040430068969727
46,0.6371666789054871,1.1829311847686768,0.37049999833106995,2.13201904296875
47,0.6571666598320007,1.1364892721176147,0.3815000057220459,2.1325175762176514
48,0.6493333578109741,1.1488399505615234,0.3815000057220459,2.1357758045196533
49,0.6553333401679993,1.134104609489441,0.367000013589859,2.1289494037628174
50,0.6723333597183228,1.109302043914795,0.3785000145435333,2.140700101852417
51,0.6790000200271606,1.0687274932861328,0.3815000057220459,2.150423049926758
52,0.6753333210945129,1.0594645738601685,0.38350000977516174,2.1326510906219482
53,0.6825000047683716,1.0347166061401367,0.38350000977516174,2.1495327949523926
54,0.6869999766349792,1.0365227460861206,0.37700000405311584,2.13563871383667
55,0.684499979019165,1.0229642391204834,0.3765000104904175,2.1450979709625244
56,0.687333345413208,1.0312035083770752,0.3700000047683716,2.1629769802093506
57,0.6938333511352539,0.9977914094924927,0.37950000166893005,2.14144229888916
58,0.6990000009536743,0.9853894114494324,0.3765000104904175,2.1656854152679443
59,0.7096666693687439,0.9610950350761414,0.37549999356269836,2.165574550628662
60,0.706166684627533,0.9459092617034912,0.37950000166893005,2.1745851039886475
61,0.7229999899864197,0.9292947053909302,0.3815000057220459,2.1750357151031494
62,0.7195000052452087,0.9150192141532898,0.3824999928474426,2.1817684173583984
63,0.7258333563804626,0.9109891057014465,0.3865000009536743,2.181650400161743
64,0.7264999747276306,0.9025281667709351,0.38100001215934753,2.1690096855163574
65,0.7406666874885559,0.852982759475708,0.3855000138282776,2.172699213027954
66,0.7441666722297668,0.8575853109359741,0.3799999952316284,2.1923043727874756
67,0.7350000143051147,0.8673266768455505,0.3919999897480011,2.1800215244293213
68,0.7508333325386047,0.8221846222877502,0.38600000739097595,2.1672706604003906
69,0.7574999928474426,0.8046743869781494,0.39500001072883606,2.1968982219696045
70,0.749666690826416,0.8088650107383728,0.39100000262260437,2.200883626937866
71,0.7518333196640015,0.8235315084457397,0.3865000009536743,2.1834707260131836
72,0.7608333230018616,0.7907903790473938,0.4050000011920929,2.1732630729675293
73,0.7620000243186951,0.7853827476501465,0.3955000042915344,2.1781563758850098
74,0.7643333077430725,0.7726660370826721,0.39399999380111694,2.1731982231140137
75,0.7693333625793457,0.7651498913764954,0.38449999690055847,2.1990268230438232
76,0.7646666765213013,0.7722357511520386,0.3995000123977661,2.168442964553833
77,0.7724999785423279,0.7518072724342346,0.39399999380111694,2.207862377166748
78,0.7853333353996277,0.7187459468841553,0.39399999380111694,2.2126059532165527
79,0.7848333120346069,0.7152806520462036,0.3889999985694885,2.198608160018921
80,0.7868333458900452,0.7090830206871033,0.38499999046325684,2.20609188079834
81,0.7771666646003723,0.7116079330444336,0.38449999690055847,2.2223401069641113
82,0.781166672706604,0.7070450186729431,0.3790000081062317,2.2394306659698486
83,0.7861666679382324,0.704188883304596,0.390500009059906,2.2190749645233154
84,0.7896666526794434,0.6906818747520447,0.3785000145435333,2.2497611045837402
85,0.7889999747276306,0.6783120632171631,0.3894999921321869,2.247925043106079
86,0.8004999756813049,0.6433292627334595,0.3869999945163727,2.249664545059204
87,0.8061666488647461,0.6435959339141846,0.3919999897480011,2.20448637008667
88,0.8073333501815796,0.6386390924453735,0.39500001072883606,2.2082321643829346
89,0.8130000233650208,0.6335306763648987,0.39149999618530273,2.2297768592834473
90,0.8131666779518127,0.6312465667724609,0.39399999380111694,2.230274200439453
91,0.8018333315849304,0.6410187482833862,0.3935000002384186,2.2472472190856934
92,0.8159999847412109,0.6090213656425476,0.40049999952316284,2.2471702098846436
93,0.8153333067893982,0.5995179414749146,0.39399999380111694,2.2360148429870605
94,0.8180000185966492,0.5949722528457642,0.3919999897480011,2.2467055320739746
95,0.8203333616256714,0.6088516116142273,0.3944999873638153,2.2486228942871094
96,0.8196666836738586,0.5836173892021179,0.40149998664855957,2.2532358169555664
97,0.8245000243186951,0.5755485892295837,0.4034999907016754,2.2452330589294434
98,0.8256666660308838,0.5866353511810303,0.39899998903274536,2.2427680492401123
99,0.8295000195503235,0.5588781237602234,0.39399999380111694,2.275189161300659
100,0.8173333406448364,0.5832114815711975,0.398499995470047,2.2611255645751953
101,0.8276666402816772,0.5776193141937256,0.3919999897480011,2.30043888092041
102,0.8364999890327454,0.5361326336860657,0.40149998664855957,2.2626655101776123
103,0.8368333578109741,0.5446963906288147,0.40149998664855957,2.2605323791503906
104,0.8333333134651184,0.539004921913147,0.398499995470047,2.266758680343628
105,0.8383333086967468,0.5424553751945496,0.4034999907016754,2.2615270614624023
106,0.8396666646003723,0.5240858197212219,0.39250001311302185,2.2673237323760986
107,0.8423333168029785,0.5271169543266296,0.39800000190734863,2.2819902896881104
108,0.8385000228881836,0.5096979141235352,0.39649999141693115,2.281463861465454
109,0.8371666669845581,0.5169957876205444,0.41100001335144043,2.274371385574341
110,0.8478333353996277,0.4909422993659973,0.4074999988079071,2.2788190841674805
111,0.8518333435058594,0.4909016788005829,0.4059999883174896,2.2638609409332275
112,0.8324999809265137,0.5400369167327881,0.3995000123977661,2.2492589950561523
113,0.8503333330154419,0.4857479929924011,0.40849998593330383,2.2813010215759277
114,0.8529999852180481,0.49456262588500977,0.40549999475479126,2.275683641433716
115,0.8598333597183228,0.466797411441803,0.4000000059604645,2.292543411254883
116,0.8536666631698608,0.4787834584712982,0.4000000059604645,2.3373398780822754
117,0.8541666865348816,0.4872332215309143,0.4009999930858612,2.3264875411987305
118,0.859000027179718,0.4646587371826172,0.4025000035762787,2.3205881118774414
119,0.85916668176651,0.46038618683815,0.39250001311302185,2.325357675552368
120,0.8600000143051147,0.47250619530677795,0.4104999899864197,2.299320697784424
121,0.8565000295639038,0.45318204164505005,0.4034999907016754,2.303769826889038
122,0.8608333468437195,0.4624733030796051,0.4020000100135803,2.313671350479126
123,0.8621666431427002,0.4546770453453064,0.39649999141693115,2.3122739791870117
124,0.8715000152587891,0.4342530369758606,0.39500001072883606,2.3140316009521484
125,0.862666666507721,0.44943374395370483,0.39750000834465027,2.3035590648651123
126,0.8638333082199097,0.4368843138217926,0.40950000286102295,2.2895164489746094
127,0.8703333139419556,0.42254820466041565,0.4099999964237213,2.3149383068084717
128,0.8641666769981384,0.43737390637397766,0.414000004529953,2.344877243041992
129,0.8723333477973938,0.43026402592658997,0.4090000092983246,2.3329923152923584
130,0.8755000233650208,0.426870733499527,0.41200000047683716,2.342773914337158
131,0.8725000023841858,0.41659143567085266,0.41200000047683716,2.3377525806427
